map,name,rating,no of rating,type,address,Latitude,Longitude
https://www.google.com/maps/place/Noor+Tea+Shop/data=!4m7!3m6!1s0x3be7c9f0738b425d:0xce7fd71435daccd8!8m2!3d19.0738275!4d72.8866692!16s%2Fg%2F11jsr726p6!19sChIJXUKLc_DJ5zsR2MzaNRTXf84?authuser=0&hl=en&rclk=1,Noor Tea Shop,,,Tea,Shop No 01,19.0738275,72.8866692
https://www.google.com/maps/place/Rajswadi+chai/data=!4m7!3m6!1s0x3be7cf4f9a8d3301:0x899baa0d1eaaf1b7!8m2!3d18.9692016!4d72.8165418!16s%2Fg%2F11ks2swgnx!19sChIJATONmk_P5zsRt_GqHg2qm4k?authuser=0&hl=en&rclk=1,Rajswadi chai,,,Tea,Tardeo Rd,18.9692016,72.8165418
https://www.google.com/maps/place/MOHD+AQUIB+SHOP/data=!4m7!3m6!1s0x3be7cf6d9d40f85f:0x6bb0411dbc968b65!8m2!3d18.9716706!4d72.8179669!16s%2Fg%2F11svhhpt30!19sChIJX_hAnW3P5zsRZYuWvB1BsGs?authuser=0&hl=en&rclk=1,MOHD AQUIB SHOP,,,Tea,"Tusiwadi, Road, near D Mart",18.9716706,72.8179669
https://www.google.com/maps/place/Pakeeja+Tea+Shop/data=!4m7!3m6!1s0x3be7c93c165eff9b:0x8f156c79fdf9e119!8m2!3d19.0732331!4d72.8756649!16s%2Fg%2F11j_7x2fzz!19sChIJm_9eFjzJ5zsRGeH5_XlsFY8?authuser=0&hl=en&rclk=1,Pakeeja Tea Shop,,,Tea,"L.I.G COLONY, BUILDING NO 3, Lal Bahadur Shastri Marg",19.0732331,72.8756649
https://www.google.com/maps/place/Nagori+Chai/data=!4m7!3m6!1s0x3be7cf4b901be233:0x3782cf673e33ee49!8m2!3d18.9685426!4d72.8220692!16s%2Fg%2F11v0bx6vth!19sChIJM-IbkEvP5zsRSe4zPmfPgjc?authuser=0&hl=en&rclk=1,Nagori Chai,,,Tea,"Shop No 107, Railway Station Road",18.9685426,72.8220692
https://www.google.com/maps/place/Tea+Stall/data=!4m7!3m6!1s0x3be7cfd3ed26d6bb:0xd6b918ba306087d6!8m2!3d19.0305003!4d72.8486324!16s%2Fg%2F11rm_7yvm4!19sChIJu9Ym7dPP5zsR1odgMLoYudY?authuser=0&hl=en&rclk=1,Tea Stall,,,Tea,,19.0305003,72.8486324
https://www.google.com/maps/place/Null/data=!4m7!3m6!1s0x3be7cfeab9c5a333:0x80864bfac63ebd06!8m2!3d18.9736141!4d72.8138832!16s%2Fg%2F11rtntbx93!19sChIJM6PFuerP5zsRBr0-xvpLhoA?authuser=0&hl=en&rclk=1,Null,,,Tea,"XRF7+CHR, Tulsiwadi AC Market Tardeo",18.9736141,72.8138832
https://www.google.com/maps/place/Krishna+Center/data=!4m7!3m6!1s0x3be7cfa2089a4061:0xc0a002d2b0ed811e!8m2!3d18.9692532!4d72.8265434!16s%2Fg%2F11t1mc6v01!19sChIJYUCaCKLP5zsRHoHtsNICoMA?authuser=0&hl=en&rclk=1,Krishna Center,,,Tea,"97/E, Gala No.15, Mansha Estate Moreland Road , Madanpura",18.9692532,72.8265434
https://www.google.com/maps/place/Sandeep+Pan+Shop/data=!4m7!3m6!1s0x3be7cf842ccf9101:0xa6666c3713c6e1db!8m2!3d18.9672012!4d72.8262448!16s%2Fg%2F11kb4m6ly2!19sChIJAZHPLITP5zsR2-HGEzdsZqY?authuser=0&hl=en&rclk=1,Sandeep Pan Shop,,,Tea,Shop No 5 Kamathipura,18.9672012,72.8262448
https://www.google.com/maps/place/Jayesh+Tea+Point/data=!4m7!3m6!1s0x3be7cf70e1407e53:0xa96746960a155b2!8m2!3d18.9684179!4d72.8218871!16s%2Fg%2F11t1sf6vnh!19sChIJU35A4XDP5zsRslWhYGl0lgo?authuser=0&hl=en&rclk=1,Jayesh Tea Point,,,Tea,"Mohammed Ali Mansion, Kunj Co.Op Society, Bellasis Rd",18.9684179,72.8218871
https://www.google.com/maps/place/Nagori+tea+%26+radhe+sandwich+center/data=!4m7!3m6!1s0x3be7d1c28adae1cb:0x80a49bd3a126a8ce!8m2!3d18.9313279!4d72.831696!16s%2Fg%2F11sqh86p5l!19sChIJy-HaisLR5zsRzqgmodObpIA?authuser=0&hl=en&rclk=1,Nagori tea & radhe sandwich center,3.7,-3,Tea,"Nagori fountain tea & sandwich center N.M. road, opposite Central bank of india,flora fountain",18.9313279,72.831696
https://www.google.com/maps/place/Husaini+Tea+Shop/data=!4m7!3m6!1s0x3be7cffe4cc48c87:0x8e17a08ddf7c82b1!8m2!3d18.9627821!4d72.8272704!16s%2Fg%2F11sn_2bl9b!19sChIJh4zETP7P5zsRsYJ8342gF44?authuser=0&hl=en&rclk=1,Husaini Tea Shop,,,Tea,"Shop No 1 Kamati Pura 1st Line, near Kadar Building",18.9627821,72.8272704
https://www.google.com/maps/place/Nagori+Tea+House/data=!4m7!3m6!1s0x3be7ce6c785277c5:0xb1acfd447b6bbb44!8m2!3d18.9683092!4d72.8218397!16s%2Fg%2F1yg4lwmg8!19sChIJxXdSeGzO5zsRRLtre0T9rLE?authuser=0&hl=en&rclk=1,Nagori Tea House,5,-1,Tea,"XR9C+8PG, Mumbai Central East, K Kadam Road",18.9683092,72.8218397
https://www.google.com/maps/place/nagori+Tea+point/data=!4m7!3m6!1s0x3be7c96f28597029:0xb9c933f4fdade343!8m2!3d19.0724724!4d72.8613074!16s%2Fg%2F11kr4tt948!19sChIJKXBZKG_J5zsRQ-Ot_fQzybk?authuser=0&hl=en&rclk=1,nagori Tea point,5,-1,Tea,"Vidyanagri, bus stop, CST Road",19.0724724,72.8613074
https://www.google.com/maps/place/Nagori+tea+and+cold+drink/data=!4m7!3m6!1s0x3be7cffde4a602e1:0x439ffdd2ea76c21a!8m2!3d18.968807!4d72.8211719!16s%2Fg%2F11q27w8vv8!19sChIJ4QKm5P3P5zsRGsJ26tL9n0M?authuser=0&hl=en&rclk=1,Nagori tea and cold drink,4,-1,Tea,"264, Bellasis Rd",18.968807,72.8211719
https://www.google.com/maps/place/LAYAK+TEA+AHOP/data=!4m7!3m6!1s0x3be7c92e32f120a7:0x1f103c45310a4d9!8m2!3d19.0816886!4d72.8804792!16s%2Fg%2F11rnntjvc7!19sChIJpyDxMi7J5zsR2aQQU8QD8QE?authuser=0&hl=en&rclk=1,LAYAK TEA AHOP,,,Tea,"Shop No 8, Andheri - Kurla Rd",19.0816886,72.8804792
https://www.google.com/maps/place/Gupta+Tea+Shop/data=!4m7!3m6!1s0x3be7cf77cfad3959:0xe6690dd1d91b6662!8m2!3d18.9743614!4d72.8233105!16s%2Fg%2F11pcnbwmrf!19sChIJWTmtz3fP5zsRYmYb2dENaeY?authuser=0&hl=en&rclk=1,Gupta Tea Shop,,,Tea,"Shop No 2, near Nair Hospital",18.9743614,72.8233105
https://www.google.com/maps/place/3+Star+Chaiwala/data=!4m7!3m6!1s0x3be7c7b9f14e7021:0xa60a6098864a2645!8m2!3d19.0880426!4d72.9077781!16s%2Fg%2F11s953w233!19sChIJIXBO8bnH5zsRRSZKhphgCqY?authuser=0&hl=en&rclk=1,3 Star Chaiwala,3,-1,Tea,"Shop No 1, near by Central Bar And Restaurant",19.0880426,72.9077781
https://www.google.com/maps/place/Yevle+Amritulya/data=!4m7!3m6!1s0x3be7c62da3f22427:0x34c6856576c3f657!8m2!3d19.0846807!4d72.9087399!16s%2Fg%2F11sqczqx7h!19sChIJJyTyoy3G5zsRV_bDdmWFxjQ?authuser=0&hl=en&rclk=1,Yevle Amritulya,,,Tea,"Ghatkopar Railway Station, Shop No. 50, near Patel Chowk",19.0846807,72.9087399
https://www.google.com/maps/place/Subhash+Tea+Shop/data=!4m7!3m6!1s0x3be7cf7d67b756b9:0xeff68b51b51b3d5a!8m2!3d18.9684587!4d72.8218963!16s%2Fg%2F11rv7t208c!19sChIJuVa3Z33P5zsRWj0btVGL9u8?authuser=0&hl=en&rclk=1,Subhash Tea Shop,,,Tea,Shop No 1,18.9684587,72.8218963
https://www.google.com/maps/place/Hasmukh+%26+Co.+%28P.G.%29/data=!4m7!3m6!1s0x3be7ce2205372b3f:0x7ebb1240b8b0aa20!8m2!3d18.9486711!4d72.8287882!16s%2Fg%2F11cjhzpn96!19sChIJPys3BSLO5zsRIKqwuEASu34?authuser=0&hl=en&rclk=1,Hasmukh & Co. (P.G.),4.3,-10,Tea,"366/368, Diamond Mansion Shop No. 4, Road, Dr. Corner, Doctor Viegas Street, Kalbadevi",18.9486711,72.8287882
https://www.google.com/maps/place/Tea+Stall/data=!4m7!3m6!1s0x3be7cfb585e059ab:0xa28ed1312447d264!8m2!3d18.969716!4d72.8265654!16s%2Fg%2F11p6xx4pzh!19sChIJq1nghbXP5zsRZNJHJDHRjqI?authuser=0&hl=en&rclk=1,Tea Stall,,,Tea,"Shop 1 93 Murlan Road Arab Compound, near Mumbai Central ST Depot",18.969716,72.8265654
https://www.google.com/maps/place/Salim+Tea+Shop/data=!4m7!3m6!1s0x3be7ce6ea81a8005:0xcb7452578efac6e!8m2!3d18.9706215!4d72.8211829!16s%2Fg%2F1yg4lx4l7!19sChIJBYAaqG7O5zsRbqzveCVFtww?authuser=0&hl=en&rclk=1,Salim Tea Shop,3,-1,Tea,"XRCC+6FV, A.N. Nair Road",18.9706215,72.8211829
https://www.google.com/maps/place/Tea+Stall/data=!4m7!3m6!1s0x3be7cf754e8aefff:0x96498e35d70e9aa2!8m2!3d19.0033623!4d72.8385216!16s%2Fg%2F11trg69d54!19sChIJ_--KTnXP5zsRopoO1zWOSZY?authuser=0&hl=en&rclk=1,Tea Stall,,,Tea,"Shop Number 6, Sunni Usmaniya Takiya Masjid, Dr Baba Saheb Ambedkar Rd",19.0033623,72.8385216
https://www.google.com/maps/place/Nagori+Amna+Tea+Center+Mohammed+Hasan/data=!4m7!3m6!1s0x3be7c99918d179c1:0x5a9aa86ba0b6c858!8m2!3d19.1228891!4d72.8686134!16s%2Fg%2F11tns4627p!19sChIJwXnRGJnJ5zsRWMi2oGuomlo?authuser=0&hl=en&rclk=1,Nagori Amna Tea Center Mohammed Hasan,,,Tea,"Shop No 01, MIDC Central Rd",19.1228891,72.8686134
https://www.google.com/maps/place/A+One+Cateen/data=!4m7!3m6!1s0x3be7ce6f4e94e661:0x30e467191ead9729!8m2!3d18.9753291!4d72.8215516!16s%2Fg%2F1pt_3hq08!19sChIJYeaUTm_O5zsRKZetHhln5DA?authuser=0&hl=en&rclk=1,A One Cateen,,,Tea,"XRGC+4JM, Ghas Galli Rd",18.9753291,72.8215516
https://www.google.com/maps/place/Boston+Tea+Party+Amrutulya/data=!4m7!3m6!1s0x3be7c83cd94fe51d:0x775f6c5fd0000000!8m2!3d19.1179824!4d72.871904!16s%2Fg%2F11q96mczt2!19sChIJHeVP2TzI5zsRAAAA0F9sX3c?authuser=0&hl=en&rclk=1,Boston Tea Party Amrutulya,5,-1,Tea,"Shop No.G15, MIDC Central Rd",19.1179824,72.871904
https://www.google.com/maps/place/Ganesh+Tea+%26+Cooldrink+House/data=!4m7!3m6!1s0x3be7ce12716157f9:0x82454e1dd05c46a4!8m2!3d18.9603501!4d72.8165525!16s%2Fg%2F11s3zbx0y4!19sChIJ-VdhcRLO5zsRpEZc0B1ORYI?authuser=0&hl=en&rclk=1,Ganesh Tea & Cooldrink House,,,Tea,"Shop No, 8, Lamington Rd, opposite Gandhi Bhavan",18.9603501,72.8165525
https://www.google.com/maps/place/Chavdar+Chaha/data=!4m7!3m6!1s0x3be7cff9752cf91b:0x69ecb546a5ca1d04!8m2!3d19.0286457!4d72.8469545!16s%2Fg%2F11pynq9ft2!19sChIJG_ksdfnP5zsRBB3KpUa17Gk?authuser=0&hl=en&rclk=1,Chavdar Chaha,,,Tea,Shop No 02,19.0286457,72.8469545
https://www.google.com/maps/place/Maruti+Juice+And+Chai+Center/data=!4m7!3m6!1s0x3be7ce6dfa4bb895:0x2f6a8246e8f88fca!8m2!3d18.96953!4d72.8165747!16s%2Fg%2F1ptvxt2nj!19sChIJlbhL-m3O5zsRyo_46EaCai8?authuser=0&hl=en&rclk=1,Maruti Juice And Chai Center,3.9,-31,Tea,"511, Old Ganjawala Building, Shop No.1, Sant Veer Meghmaya Rd",18.96953,72.8165747
https://www.google.com/maps/place/S.P.+Tea+Stall/data=!4m7!3m6!1s0x3be7ce68a9e68d0d:0x93974946712a7d36!8m2!3d18.9763911!4d72.8224057!16s%2Fg%2F1ptyt6v_m!19sChIJDY3mqWjO5zsRNn0qcUZJl5M?authuser=0&hl=en&rclk=1,S.P. Tea Stall,4.5,-2,Tea,"XRGC+HX2, Ghas Galli Rd",18.9763911,72.8224057
https://www.google.com/maps/place/tea+shop/data=!4m7!3m6!1s0x3be7cfa5acd0d087:0xe4e97f970f848558!8m2!3d18.9745816!4d72.8293546!16s%2Fg%2F11fmmgxr33!19sChIJh9DQrKXP5zsRWIWED5d_6eQ?authuser=0&hl=en&rclk=1,tea shop,4.5,-4,other,"XRFH+RPQ, 3rd Cross Ln",18.9745816,72.8293546
https://www.google.com/maps/place/Krishna+Tea+Stall/data=!4m7!3m6!1s0x3be7ce6f802cc541:0x46c21cc803b052c5!8m2!3d18.9759683!4d72.8190043!16s%2Fg%2F1ptw092n3!19sChIJQcUsgG_O5zsRxVKwA8gcwkY?authuser=0&hl=en&rclk=1,Krishna Tea Stall,,,Tea,"XRG9+9JJ, Tulsi Wadi Tarded, Sant Veer Meghmaya Rd",18.9759683,72.8190043
https://www.google.com/maps/place/tea+shop/data=!4m7!3m6!1s0x3be7cf20fe735e31:0xb0f9820b27ca38c8!8m2!3d18.980056!4d72.827738!16s%2Fg%2F11hzk5z2fx!19sChIJMV5z_iDP5zsRyDjKJwuC-bA?authuser=0&hl=en&rclk=1,tea shop,,,other,"600, Bapurao Jagtap Marg",18.980056,72.827738
https://www.google.com/maps/place/Mahalaxmi+Cha+Bhandar/data=!4m7!3m6!1s0x3be7ce6dfa693529:0xf7d8e19c4ca7827b!8m2!3d18.9694273!4d72.8166325!16s%2Fg%2F1yg4fj2vk!19sChIJKTVp-m3O5zsRe4KnTJzh2Pc?authuser=0&hl=en&rclk=1,Mahalaxmi Cha Bhandar,4.3,-3,Tea,"350, Sant Veer Meghmaya Rd",18.9694273,72.8166325
https://www.google.com/maps/place/Ajay+Panchshil+Tea+Shop/data=!4m7!3m6!1s0x3be7cf54b0824fbd:0x837c1e93cfd68558!8m2!3d19.0399097!4d72.8938527!16s%2Fg%2F1pt_kj9rj!19sChIJvU-CsFTP5zsRWIXWz5MefIM?authuser=0&hl=en&rclk=1,Ajay Panchshil Tea Shop,4,-1,Tea,"2VQV+XG9, Ramakrishna Chemburkar Marg, Near Marol Church",19.0399097,72.8938527
https://www.google.com/maps/place/Aawara+Chai/data=!4m7!3m6!1s0x3be7cf58ad81df57:0x3c50e184bbb6bd02!8m2!3d19.0173237!4d72.8523242!16s%2Fg%2F11jt2hdjgc!19sChIJV9-BrVjP5zsRAr22u4ThUDw?authuser=0&hl=en&rclk=1,Aawara Chai,5,-1,Tea,"Five garden, Lady Jehangir Rd",19.0173237,72.8523242
https://www.google.com/maps/place/SINGH+TEA+STALL/data=!4m7!3m6!1s0x3be7c8a8cf314ad5:0x4af0060635d91b7b!8m2!3d19.050275!4d72.893523!16s%2Fg%2F11bc7n36z4!19sChIJ1Uoxz6jI5zsRexvZNQYG8Eo?authuser=0&hl=en&rclk=1,SINGH TEA STALL,4.8,-8,Tea,"3V2V+4C2, Outside Pipewala Compound, R.C. Marg, Chembur, opp. Union Bank",19.050275,72.893523
https://www.google.com/maps/place/Nagori+Milk+And+Tea+Centre/data=!4m7!3m6!1s0x3be7ce1517b3dbfb:0x311a82bdd0000000!8m2!3d18.9636627!4d72.8259038!16s%2Fg%2F11s0fkyq4w!19sChIJ-9uzFxXO5zsRAAAA0L2CGjE?authuser=0&hl=en&rclk=1,Nagori Milk And Tea Centre,,,other,Shop No 1 M R Road 2nd Gully,18.9636627,72.8259038
https://www.google.com/maps/place/Tea+House/data=!4m7!3m6!1s0x3be7cf3c13e648c7:0xf4d511edbd3b9a3a!8m2!3d19.0169088!4d72.8410262!16s%2Fg%2F11fr7dwz5z!19sChIJx0jmEzzP5zsROpo7ve0R1fQ?authuser=0&hl=en&rclk=1,Tea House,3,-3,Tea,"605,606, Laxmi Commercial Centre, Senapati Bapat Marg",19.0169088,72.8410262
https://www.google.com/maps/place/Om+Tea+Centre/data=!4m7!3m6!1s0x3be7ce230f7a6ff7:0x3edff9002e8b4d75!8m2!3d18.9521158!4d72.831731!16s%2Fg%2F1pty1176d!19sChIJ9296DyPO5zsRdU2LLgD53z4?authuser=0&hl=en&rclk=1,Om Tea Centre,5,-1,Tea,"white house, 13/15, Dhanji St",18.9521158,72.831731
https://www.google.com/maps/place/Siddharth+Tea+Shop/data=!4m7!3m6!1s0x3be7c92d9d802ad7:0x5015a9ff09ff4004!8m2!3d19.0657649!4d72.8758646!16s%2Fg%2F11q9m8x74k!19sChIJ1yqAnS3J5zsRBED_Cf-pFVA?authuser=0&hl=en&rclk=1,Siddharth Tea Shop,,,Tea,"Shop No, 22, CST Road",19.0657649,72.8758646
https://www.google.com/maps/place/Tea+Shop/data=!4m7!3m6!1s0x3be7c8d3a6389cff:0x40ac5e086a0fa304!8m2!3d19.0404909!4d72.8595797!16s%2Fg%2F11c6lt5fdl!19sChIJ_5w4ptPI5zsRBKMPagherEA?authuser=0&hl=en&rclk=1,Tea Shop,5,-2,Tea,"2VR5+5RW, sion dharavi overway",19.0404909,72.8595797
https://www.google.com/maps/place/Bholanath+Tea+Center/data=!4m7!3m6!1s0x3be7d19cbbb52d2f:0x7d2dcd31affd796d!8m2!3d18.9343353!4d72.8354346!16s%2Fg%2F11fqvbjz44!19sChIJLy21u5zR5zsRbXn9rzHNLX0?authuser=0&hl=en&rclk=1,Bholanath Tea Center,5,-1,Tea,"Shop No.1, Elite Square, Picket Rd",18.9343353,72.8354346
https://www.google.com/maps/place/Yevle+Amrutulya/data=!4m7!3m6!1s0x3be7c7f77b17a093:0xb322c90071a63469!8m2!3d19.06118!4d72.9007727!16s%2Fg%2F11h7fmbfxx!19sChIJk6AXe_fH5zsRaTSmcQDJIrM?authuser=0&hl=en&rclk=1,Yevle Amrutulya,4.3,-28,Tea,"1, Central Ave Rd",19.06118,72.9007727
https://www.google.com/maps/place/B-1+Tea+House/data=!4m7!3m6!1s0x3be7ce79b85c2011:0x5f2bbe4e4a997516!8m2!3d18.9765917!4d72.8081333!16s%2Fg%2F1yg4fj1pr!19sChIJESBcuHnO5zsRFnWZSk6-K18?authuser=0&hl=en&rclk=1,B-1 Tea House,,,Tea,"XRG5+J7J, Mahalaxmi, Bhulabhai Desai Marg",18.9765917,72.8081333
https://www.google.com/maps/place/Tea+shop/data=!4m7!3m6!1s0x3be7cf2abe1ff503:0xd8102214acd46238!8m2!3d19.0032071!4d72.8393287!16s%2Fg%2F11grtxm_gd!19sChIJA_UfvirP5zsROGLUrBQiENg?authuser=0&hl=en&rclk=1,Tea shop,5,-1,Tea,"20, J Merwanji St",19.0032071,72.8393287
https://www.google.com/maps/place/Shree+Ram+Tea+House/data=!4m7!3m6!1s0x3be7ce21466bc79f:0x9aa5d56a96b201e6!8m2!3d18.947511!4d72.8329749!16s%2Fg%2F11ckkrz87d!19sChIJn8drRiHO5zsR5gGylmrVpZo?authuser=0&hl=en&rclk=1,Shree Ram Tea House,4,-1,Tea,"Building No. 20/48, Jay Mall, Lohar Chawl, Marina Lines",18.947511,72.8329749
https://www.google.com/maps/place/Khadak+Tea+Shop/data=!4m7!3m6!1s0x3be7c94fce707009:0xbadd38f200e0d823!8m2!3d19.075025!4d72.8724284!16s%2Fg%2F11rhdvj2b2!19sChIJCXBwzk_J5zsRI9jgAPI43bo?authuser=0&hl=en&rclk=1,Khadak Tea Shop,,,Tea,"Shop No.22, Near Airport Road, CST Road",19.075025,72.8724284
https://www.google.com/maps/place/Tea+Shop/data=!4m7!3m6!1s0x3be7cef0b5605d59:0x95a8a01167836296!8m2!3d18.9952787!4d72.8382808!16s%2Fg%2F11g68zswmn!19sChIJWV1gtfDO5zsRlmKDZxGgqJU?authuser=0&hl=en&rclk=1,Tea Shop,,,Tea,XRWQ+486,18.9952787,72.8382808
https://www.google.com/maps/place/Special+Tea+House/data=!4m7!3m6!1s0x3be7cec2d8e26ad7:0x5643b7c1e57f0e73!8m2!3d19.0151109!4d72.8387435!16s%2Fg%2F1yg4m0_56!19sChIJ12ri2MLO5zsRcw5_5cG3Q1Y?authuser=0&hl=en&rclk=1,Special Tea House,4.7,-3,Tea,"2R8Q+2FX, Sai Ganesh Sadan, Senapati Bapat Marg",19.0151109,72.8387435
https://www.google.com/maps/place/Nanak+Tea+Co./data=!4m7!3m6!1s0x3be7c6019e0e6617:0x3530e9d8f19d6efe!8m2!3d19.0460125!4d72.9016957!16s%2Fg%2F11fnw134nr!19sChIJF2YOngHG5zsR_m6d8djpMDU?authuser=0&hl=en&rclk=1,Nanak Tea Co.,,,Tea,"No 5, CG Rd",19.0460125,72.9016957
https://www.google.com/maps/place/Namo+Hospitality/data=!4m7!3m6!1s0x3be7cf197a224feb:0xcdd04bce27ca37ae!8m2!3d18.9662962!4d72.819528!16s%2Fg%2F11syf3xw_f!19sChIJ608iehnP5zsRrjfKJ85L0M0?authuser=0&hl=en&rclk=1,Namo Hospitality,,,Tea,"Shop No .4, Op To Sarovar Resturent",18.9662962,72.819528
https://www.google.com/maps/place/Super+Tea+House/data=!4m7!3m6!1s0x3be7c8cb3fffffff:0x812430f8ebdf0899!8m2!3d19.0398768!4d72.870748!16s%2Fg%2F1tqnk23f!19sChIJ____P8vI5zsRmQjf6_gwJIE?authuser=0&hl=en&rclk=1,Super Tea House,,,Tea,"Shop No 55, Motilal Nehru Nagar, S M Road, Church Sion, Koliwada",19.0398768,72.870748
https://www.google.com/maps/place/Mahalaxmi+Tea+Shop/data=!4m7!3m6!1s0x3be7c61fe3259879:0xc2b99e7110395888!8m2!3d19.0629898!4d72.899355!16s%2Fg%2F1ptwdj9yh!19sChIJeZgl4x_G5zsRiFg5EHGeucI?authuser=0&hl=en&rclk=1,Mahalaxmi Tea Shop,3.4,-5,Tea,"15-16, Narayan Gajanan Acharya Marg",19.0629898,72.899355
https://www.google.com/maps/place/Tea+Center/data=!4m7!3m6!1s0x3be7c899483948a5:0x8ff2755ec1255d9!8m2!3d19.0678592!4d72.8922798!16s%2Fg%2F11f4qq3jkh!19sChIJpUg5SJnI5zsR2VUS7FUn_wg?authuser=0&hl=en&rclk=1,Tea Center,,,Tea,"3V9R+4WR, Tilak Nagar Railway Station Rd",19.0678592,72.8922798
https://www.google.com/maps/place/Chandrakant+Tea+House/data=!4m7!3m6!1s0x3be7ce6dfbe1a8fd:0xed8f73a6467986f0!8m2!3d18.9696404!4d72.8164776!16s%2Fg%2F11c56bb5cr!19sChIJ_ajh-23O5zsR8IZ5RqZzj-0?authuser=0&hl=en&rclk=1,Chandrakant Tea House,4.1,-47,Tea,"Shop No-8, Gulab Mahal Building, 511, Sant Veer Meghmaya Rd",18.9696404,72.8164776
https://www.google.com/maps/place/Ganesh+Tea+House/data=!4m7!3m6!1s0x3be7ce1f45ad6e2b:0x17730644e5c90631!8m2!3d18.9578256!4d72.8250654!16s%2Fg%2F1pty1hwzz!19sChIJK26tRR_O5zsRMQbJ5UQGcxc?authuser=0&hl=en&rclk=1,Ganesh Tea House,,,Tea,"Alankar Theater Building, Shop 35, 2nd, 9th Khetwadi Ln, Near petrol pump",18.9578256,72.8250654
https://www.google.com/maps/place/Hari+Om+Tea+House/data=!4m7!3m6!1s0x3be7ce1600c10563:0x75d63b23052c5239!8m2!3d18.9595414!4d72.8276241!16s%2Fg%2F1ptz86lnt!19sChIJYwXBABbO5zsROVIsBSM71nU?authuser=0&hl=en&rclk=1,Hari Om Tea House,3.5,-2,Tea,"110/112, Laxmi Building, SS Maharaj Marg",18.9595414,72.8276241
https://www.google.com/maps/place/Maharashtra+Tea+%26+Cool+Drinks+House/data=!4m7!3m6!1s0x3be7cee5f9928bb9:0xfb9adbca3459753e!8m2!3d19.0061596!4d72.840007!16s%2Fg%2F1ptwyylc5!19sChIJuYuS-eXO5zsRPnVZNMrbmvs?authuser=0&hl=en&rclk=1,Maharashtra Tea & Cool Drinks House,4.6,-7,Tea,"Shop No. 19/20, F/S Muncipal Compound Road Dr Baba Saheb Ambedkar Road Parel East",19.0061596,72.840007
https://www.google.com/maps/place/Ram+Tea+House/data=!4m7!3m6!1s0x3be7cee9e781afb3:0xdf43855aa143c444!8m2!3d19.0116548!4d72.8352774!16s%2Fg%2F1pp2xb7b0!19sChIJs6-B5-nO5zsRRMRDoVqFQ98?authuser=0&hl=en&rclk=1,Ram Tea House,4,-21,Tea,"Bori Chawl, Senapati Bapat Marg",19.0116548,72.8352774
https://www.google.com/maps/place/Apeksha+Tea+House/data=!4m7!3m6!1s0x3be7cf6fd9326287:0x75c34eb56930d4c7!8m2!3d18.962875!4d72.8358925!16s%2Fg%2F11rwmmy1_q!19sChIJh2Iy2W_P5zsRx9QwabVOw3U?authuser=0&hl=en&rclk=1,Apeksha Tea House,4.3,-3,Tea,"155-70, JJ Hospital Road",18.962875,72.8358925
https://www.google.com/maps/place/Gamot+Tea+House/data=!4m7!3m6!1s0x3be7ce18dfac4937:0xaf0f504fee39846c!8m2!3d18.9492588!4d72.8251952!16s%2Fg%2F11cs4kw_vy!19sChIJN0ms3xjO5zsRbIQ57k9QD68?authuser=0&hl=en&rclk=1,Gamot Tea House,3.7,-3,Tea,"407/409, Jagannath Shankar Seth Rd",18.9492588,72.8251952
https://www.google.com/maps/place/Queen%27s+Deck+Tea+Lounge/data=!4m7!3m6!1s0x3be7d1ee8265d153:0x6c0dfe1863891932!8m2!3d18.9334022!4d72.8266547!16s%2Fg%2F11l5djxnnh!19sChIJU9Flgu7R5zsRMhmJYxj-DWw?authuser=0&hl=en&rclk=1,Queen's Deck Tea Lounge,4.4,-143,Tea,"Resham Bhavan, 78, Veer Nariman Rd",18.9334022,72.8266547
https://www.google.com/maps/place/Neelam+Tea+House/data=!4m7!3m6!1s0x3be7cef281da2681:0x55c8241c4ac3c056!8m2!3d19.0001737!4d72.8305102!16s%2Fg%2F1pv18rl9r!19sChIJgSbagfLO5zsRVsDDShwkyFU?authuser=0&hl=en&rclk=1,Neelam Tea House,3.5,-4,Tea,"2R2J+366, Mathuradas Mill Compound, N.M. Joshi Marg, Sitaram Jadhav Marg",19.0001737,72.8305102
https://www.google.com/maps/place/Tea+House/data=!4m7!3m6!1s0x3be7c7d220ec5ab1:0x3062c7d54595f2f0!8m2!3d19.067517!4d72.9216601!16s%2Fg%2F11rv7sd2_0!19sChIJsVrsINLH5zsR8PKVRdXHYjA?authuser=0&hl=en&rclk=1,Tea House,,,other,"Plot No, 8, Road No. 1, near Rajkamal Tailor",19.067517,72.9216601
https://www.google.com/maps/place/Chandrakant+Tea+House/data=!4m7!3m6!1s0x3be7cec4c8ae810b:0xc5eda6fc6b31250f!8m2!3d19.0198141!4d72.8383629!16s%2Fg%2F1yg4lwy7b!19sChIJC4GuyMTO5zsRDyUxa_ym7cU?authuser=0&hl=en&rclk=1,Chandrakant Tea House,4.9,-13,Tea,"Matruchaya Building, S.K. Bole Road",19.0198141,72.8383629
https://www.google.com/maps/place/Nagori+Tea+Shop/data=!4m7!3m6!1s0x3be7cfe18a84395d:0xcdddd80690ed39a!8m2!3d18.9549108!4d72.8346888!16s%2Fg%2F11f5mqb6kh!19sChIJXTmEiuHP5zsRmtMOaYDd3Qw?authuser=0&hl=en&rclk=1,Nagori Tea Shop,4.1,-12,Tea,"89, IbrahimMerchant Rd",18.9549108,72.8346888
