map,name,rating,no of rating,type,address,Latitude,Longitude
https://www.google.com/maps/place/Greenr+Cafe/data=!4m7!3m6!1s0x3be7c92d50febf63:0x76ff5c1f42293ee2!8m2!3d19.0636422!4d72.8293878!16s%2Fg%2F11q7pg95sv!19sChIJY7_-UC3J5zsR4j4pQh9c_3Y?authuser=0&hl=en&rclk=1,Greenr Cafe,4.5,-538,other,"Greenr, 57/116, Drego House, Pali Naka, Dr Ambedkar Rd",19.0636422,72.8293878
https://www.google.com/maps/place/Mackferns+Cafe/data=!4m7!3m6!1s0x3be7c954ae98ec21:0x988b1124c8239003!8m2!3d19.0793726!4d72.8526977!16s%2Fg%2F11h64ywwww!19sChIJIeyYrlTJ5zsRA5AjyCQRi5g?authuser=0&hl=en&rclk=1,Mackferns Cafe,4.5,-247,other,"Shop No 2, Dwell-In Apt, St Anthony's Road",19.0793726,72.8526977
https://www.google.com/maps/place/Cafe+Delhi+Heights/data=!4m7!3m6!1s0x3be7c87d80325f43:0x9a68be419ef8ffde!8m2!3d19.0864572!4d72.8900588!16s%2Fg%2F11f5hm8r77!19sChIJQ18ygH3I5zsR3v_4nkG-aJo?authuser=0&hl=en&rclk=1,Cafe Delhi Heights,4.2,-699,other,"Unit S, 21, Lal Bahadur Shastri Marg",19.0864572,72.8900588
https://www.google.com/maps/place/R+S+Mani+Cafe/data=!4m7!3m6!1s0x3be7c7ae6c9fff57:0x5ede3f33c5d3e4d3!8m2!3d19.0704339!4d72.8987801!16s%2Fg%2F11pbbkz3p3!19sChIJV_-fbK7H5zsR0-TTxTM_3l4?authuser=0&hl=en&rclk=1,R S Mani Cafe,3.6,-89,other,"Shop no13&14, Rajkamal bldg, Tilak Nagar, Chembur, Mumbai-89",19.0704339,72.8987801
https://www.google.com/maps/place/Hi+Cafe/data=!4m7!3m6!1s0x3be7c88d18f3e15b:0x412bb2efceca8cff!8m2!3d19.0758093!4d72.8766912!16s%2Fg%2F11hb3fh4v6!19sChIJW-HzGI3I5zsR_4zKzu-yK0E?authuser=0&hl=en&rclk=1,Hi Cafe,5,-5,other,3VGG+8MG,19.0758093,72.8766912
https://www.google.com/maps/place/Metro+Cafe/data=!4m7!3m6!1s0x3be7c60dca37b8f3:0xfa7e77f47fa6210d!8m2!3d19.0514181!4d72.9182663!16s%2Fg%2F11clv6tlyl!19sChIJ87g3yg3G5zsRDSGmf_R3fvo?authuser=0&hl=en&rclk=1,Metro Cafe,3.8,-10,other,"Unit No.6/7, Hotel Metro Plaza Bldg, Deonar Village Rd",19.0514181,72.9182663
https://www.google.com/maps/place/Cafe+O/data=!4m7!3m6!1s0x3be7c86dfd1a982f:0xed7982755a7e2209!8m2!3d19.1033051!4d72.8863421!16s%2Fg%2F1hhwq8ydk!19sChIJL5ga_W3I5zsRCSJ-WnWCee0?authuser=0&hl=en&rclk=1,Cafe O,4.1,-236,other,"2, Sagar Pallazio, Sakinaka, Magan Nathuram Rd, opposite Hotel Chakra",19.1033051,72.8863421
https://www.google.com/maps/place/Krishna+Cafe/data=!4m7!3m6!1s0x3be7c62949550a87:0xfb4d4932297b05e2!8m2!3d19.080745!4d72.9043409!16s%2Fg%2F11gbkxtjjt!19sChIJhwpVSSnG5zsR4gV7KTJJTfs?authuser=0&hl=en&rclk=1,Krishna Cafe,4.3,-86,other,"Shop No 1A Lakshminarayan ln, Mahatma Gandhi Rd",19.080745,72.9043409
https://www.google.com/maps/place/Cafe+Maharashtra/data=!4m7!3m6!1s0x3be7c9b4836ca385:0x8af2f8eeb0cd1ecb!8m2!3d19.0764213!4d72.8779337!16s%2Fg%2F11rtry1zv8!19sChIJhaNsg7TJ5zsRyx7NsO748oo?authuser=0&hl=en&rclk=1,Cafe Maharashtra,,,other,"Building No 15, Lal Bahadur Shastri Marg",19.0764213,72.8779337
https://www.google.com/maps/place/Starbucks+ONE+BKC/data=!4m7!3m6!1s0x3be7c90dc964dddf:0xb1ccde549f05f9fa!8m2!3d19.0606871!4d72.8646031!16s%2Fg%2F11j7f02cr6!19sChIJ391kyQ3J5zsR-vkFn1TezLE?authuser=0&hl=en&rclk=1,Starbucks ONE BKC,4.4,-322,Coffee,"A Wing, Bharat Nagar Rd",19.0606871,72.8646031
https://www.google.com/maps/place/Hybrid+Theory+Cafe+%26+Bar/data=!4m7!3m6!1s0x3be7c9f5a5cc8803:0xdacf48af19f153db!8m2!3d19.1078631!4d72.8825427!16s%2Fg%2F11fnrvl5x2!19sChIJA4jMpfXJ5zsR21PxGa9Iz9o?authuser=0&hl=en&rclk=1,Hybrid Theory Cafe & Bar,4.4,-926,other,"Shop No 01, Balaji business park, next to RBL Bank",19.1078631,72.8825427
https://www.google.com/maps/place/Gulsan+Cafe/data=!4m7!3m6!1s0x3be7c905cf681491:0x81d9a5d0056c06e7!8m2!3d19.0750742!4d72.842015!16s%2Fg%2F1jglry63j!19sChIJkRRozwXJ5zsR5wZsBdCl2YE?authuser=0&hl=en&rclk=1,Gulsan Cafe,3.8,-330,other,"2, 7th Rd",19.0750742,72.842015
https://www.google.com/maps/place/Cafe+Kokomo/data=!4m7!3m6!1s0x3be7c92dd3fb1915:0x5bf202a9900faa42!8m2!3d19.0774717!4d72.8492178!16s%2Fg%2F11q8s38shk!19sChIJFRn70y3J5zsRQqoPkKkC8ls?authuser=0&hl=en&rclk=1,Cafe Kokomo,4.8,-196,other,"4, Pratap CHS Limited, Shivaji Road, Bridge, near Vakola",19.0774717,72.8492178
https://www.google.com/maps/place/Caf%C3%A9+792/data=!4m7!3m6!1s0x3be7cedf1f90aae5:0x262b60acef47e664!8m2!3d19.0174663!4d72.8487093!16s%2Fg%2F11bwnyd0gr!19sChIJ5aqQH9_O5zsRZOZH76xgKyY?authuser=0&hl=en&rclk=1,Café 792,4.2,-785,other,"792, Dina Manzil, Outhouse, Jame Jamshed Rd",19.0174663,72.8487093
https://www.google.com/maps/place/Filli+Cafe/data=!4m7!3m6!1s0x3be7c87d6634b679:0xee9ba03bb29022af!8m2!3d19.0867855!4d72.8886429!16s%2Fg%2F11fk42y2_j!19sChIJebY0Zn3I5zsRryKQsjugm-4?authuser=0&hl=en&rclk=1,Filli Cafe,4.3,-75,other,"65, Lal Bahadur Shastri Marg",19.0867855,72.8886429
https://www.google.com/maps/place/IRANI+CHAI+CAF%C3%89/data=!4m7!3m6!1s0x3be7c97610e2bd5d:0xbd98a3b1007d2960!8m2!3d19.0529893!4d72.8904462!16s%2Fg%2F11vfb1z4_z!19sChIJXb3iEHbJ5zsRYCl9ALGjmL0?authuser=0&hl=en&rclk=1,IRANI CHAI CAFÉ,,,Coffee,3V3R+55W,19.0529893,72.8904462
https://www.google.com/maps/place/Aromas+Caf%C3%A9+%26+Bistro/data=!4m7!3m6!1s0x3be7c938451909b7:0x32553165c90f9920!8m2!3d19.0627798!4d72.834396!16s%2Fg%2F11fj5gj9g5!19sChIJtwkZRTjJ5zsRIJkPyWUxVTI?authuser=0&hl=en&rclk=1,Aromas Café & Bistro,4.3,"-1,355",other,"Ground Floor, Mamta Building, Waterfield Road, Linking Rd, near National College",19.0627798,72.834396
https://www.google.com/maps/place/Chaayos+Cafe+Phoenix+Marketcity+Kurla/data=!4m7!3m6!1s0x3be7c87d7f0b47b9:0x4bc51c9f5b53099d!8m2!3d19.0863741!4d72.8898363!16s%2Fg%2F11g7zdx4hr!19sChIJuUcLf33I5zsRnQlTW58cxUs?authuser=0&hl=en&rclk=1,Chaayos Cafe Phoenix Marketcity Kurla,4,"-1,120",other,"Unit F, 43, Lal Bahadur Shastri Marg",19.0863741,72.8898363
https://www.google.com/maps/place/Cafe+Gulshan/data=!4m7!3m6!1s0x3be7cf2895555555:0xb099f85ac644afc!8m2!3d19.0258909!4d72.8504826!16s%2Fg%2F1tc_pgz2!19sChIJVVVVlSjP5zsR_EpkrIWfCQs?authuser=0&hl=en&rclk=1,Cafe Gulshan,4,"-1,507",other,"Balkrishna Niwas, 265, Lakhamsi Napoo Rd, next to Welingkar",19.0258909,72.8504826
https://www.google.com/maps/place/CAFE+V+J+T+I/data=!4m7!3m6!1s0x3be7cf8f8dd15237:0xe68a2a93cb3fd4fa!8m2!3d19.018442!4d72.8566669!16s%2Fg%2F11h1mg1nx4!19sChIJN1LRjY_P5zsR-tQ_y5MqiuY?authuser=0&hl=en&rclk=1,CAFE V J T I,4.1,-655,other,"Pushpraj Building, 191, David S Barretto Rd",19.018442,72.8566669
https://www.google.com/maps/place/Tea+Trails/data=!4m7!3m6!1s0x3be7cf390c59a3e9:0x437ef4837cef56c!8m2!3d19.0315863!4d72.8811974!16s%2Fg%2F11c2jh4tbp!19sChIJ6aNZDDnP5zsRbPXON0jvNwQ?authuser=0&hl=en&rclk=1,Tea Trails,3.7,-7,other,"1st Floor, IMAX Wadala East",19.0315863,72.8811974
https://www.google.com/maps/place/Cafe+Amar+Restaurant/data=!4m7!3m6!1s0x3be7c605594ea6d5:0x930cf56d7f82378d!8m2!3d19.0526318!4d72.9104481!16s%2Fg%2F11cnxdwlj5!19sChIJ1aZOWQXG5zsRjTeCf231DJM?authuser=0&hl=en&rclk=1,Cafe Amar Restaurant,3.8,-198,other,"Amar Cinema Compound, Waman Tukaram Patil Marg",19.0526318,72.9104481
https://www.google.com/maps/place/Thotrin+Cafe/data=!4m7!3m6!1s0x3be7c8f13d2e5391:0xe3c171e8433ae536!8m2!3d19.0767426!4d72.8670422!16s%2Fg%2F11f126qfkp!19sChIJkVMuPfHI5zsRNuU6Q-hxweM?authuser=0&hl=en&rclk=1,Thotrin Cafe,4.3,"-1,046",other,"Shop No, 2, Opp Saint Roque, Kolevery Village",19.0767426,72.8670422
https://www.google.com/maps/place/Artisan/data=!4m7!3m6!1s0x3be7c8eeafc08131:0xe149f6372f76dec4!8m2!3d19.0675384!4d72.8689353!16s%2Fg%2F1261xgl3y!19sChIJMYHAr-7I5zsRxN52Lzf2SeE?authuser=0&hl=en&rclk=1,Artisan,4.4,-293,other,"Sofitel Mumbai Bkc, C 57",19.0675384,72.8689353
https://www.google.com/maps/place/90+Degree+Cafe/data=!4m7!3m6!1s0x3be7c74fe8cadee5:0xb1641dceda91da64!8m2!3d19.0813133!4d72.9123696!16s%2Fg%2F11h1v9gdc5!19sChIJ5d7K6E_H5zsRZNqR2s4dZLE?authuser=0&hl=en&rclk=1,90 Degree Cafe,4.1,-10,Coffee,"Shop No.N/G 17 2/2, Sai Nagar, Opposite Ganesh Mandir, 10 No.Chakki, Panth Nagar",19.0813133,72.9123696
https://www.google.com/maps/place/Blue+Tokai+Coffee+Roasters+%7C+Chembur/data=!4m7!3m6!1s0x3be7c7ef0d909bb1:0xbbd9401e64f22d8!8m2!3d19.0469871!4d72.9109944!16s%2Fg%2F11q1w6fsjr!19sChIJsZuQDe_H5zsR2CJP5gGUvQs?authuser=0&hl=en&rclk=1,Blue Tokai Coffee Roasters | Chembur,4.3,-217,other,"Unit No.001 and 101, Ground, Ujagar Chambers",19.0469871,72.9109944
https://www.google.com/maps/place/Cafe+Unwind/data=!4m7!3m6!1s0x3be7ce200efa9165:0x2c519bbb3469d619!8m2!3d18.9429098!4d72.828975!16s%2Fg%2F11gfk01l4t!19sChIJZZH6DiDO5zsRGdZpNLubUSw?authuser=0&hl=en&rclk=1,Cafe Unwind,4,-126,other,WRVH+5H9,18.9429098,72.828975
https://www.google.com/maps/place/Cafe+Dhuaaa/data=!4m7!3m6!1s0x3be7c80df114d757:0xa01fc669efe328e0!8m2!3d19.116936!4d72.8871327!16s%2Fg%2F11c609jz5k!19sChIJV9cU8Q3I5zsR4Cjj72nGH6A?authuser=0&hl=en&rclk=1,Cafe Dhuaaa,3.9,-168,other,"Krishanlal Marwah Marg, Military Rd",19.116936,72.8871327
https://www.google.com/maps/place/Cafe+Flavours/data=!4m7!3m6!1s0x3be7c99fedf65c2f:0x3587f4f0a77c6fd0!8m2!3d19.0701826!4d72.8981756!16s%2Fg%2F11trxcvp90!19sChIJL1z27Z_J5zsR0G98p_D0hzU?authuser=0&hl=en&rclk=1,Cafe Flavours,4.9,-95,Coffee,"Shop 7, Durga Sadan, Rd Number 12",19.0701826,72.8981756
https://www.google.com/maps/place/Bombay+To+Barcelona+Library+Cafe/data=!4m7!3m6!1s0x3be7c81359615555:0x477fa11ce01f0713!8m2!3d19.1094204!4d72.8811811!16s%2Fg%2F11sb9j7n72!19sChIJVVVhWRPI5zsREwcf4Byhf0c?authuser=0&hl=en&rclk=1,Bombay To Barcelona Library Cafe,4.6,"-2,204",other,"Timmy Arcade, 778, Makwana Rd",19.1094204,72.8811811
https://www.google.com/maps/place/Nandan+Coffee/data=!4m7!3m6!1s0x3be7c88d0446cd6d:0x8c9b7ffc17aa7a99!8m2!3d19.0759837!4d72.877656!16s%2Fg%2F11c5sxqn7s!19sChIJbc1GBI3I5zsRmXqqF_x_m4w?authuser=0&hl=en&rclk=1,Nandan Coffee,4,-8,other,"501 E, Poonam Chambers A Wing",19.0759837,72.877656
https://www.google.com/maps/place/Ohh+My+Dog+Cafe+Pefe/data=!4m7!3m6!1s0x3be7b6162fbe49e9:0x2cce7c5b40edffce!8m2!3d19.1497092!4d72.8270208!16s%2Fg%2F11gfd6q835!19sChIJ6Um-Lxa25zsRzv_tQFt8ziw?authuser=0&hl=en&rclk=1,Ohh My Dog Cafe Pefe,4.5,"-1,904",other,"Pratisthan Bunglow,Yamuna Nagar, Back Road, opp. Fairy Land School, beside RNA Eclat",19.1497092,72.8270208
https://www.google.com/maps/place/Cafe+sultan/data=!4m7!3m6!1s0x3be7c94fc3be3623:0xfa7a982989ae90fe!8m2!3d19.0774297!4d72.8654219!16s%2Fg%2F11nmt0yzvv!19sChIJIza-w0_J5zsR_pCuiSmYevo?authuser=0&hl=en&rclk=1,Cafe sultan,4.7,-159,other,"cafe sultan,shop no.7,kalina jama masjid,kolivery village road",19.0774297,72.8654219
https://www.google.com/maps/place/Bong+Street+Cafe/data=!4m7!3m6!1s0x3be7c9564daceb07:0xe5c6abdb0c1c0fa!8m2!3d19.1165209!4d72.8890217!16s%2Fg%2F11g4h0bzlk!19sChIJB-usTVbJ5zsR-sDBsL1qXA4?authuser=0&hl=en&rclk=1,Bong Street Cafe,3.9,-60,other,"Shop Number 1, Parijat Tower, Saki Vihar Rd",19.1165209,72.8890217
https://www.google.com/maps/place/Mumbai+get+way+of+India/data=!4m7!3m6!1s0x3be7c9bfce961c11:0x1ebdcacfb43280c0!8m2!3d19.0759837!4d72.8776559!16s%2Fg%2F11txdtbqj2!19sChIJERyWzr_J5zsRwIAytM_KvR4?authuser=0&hl=en&rclk=1,Mumbai get way of India,5,-1,Coffee,3VGH+93R,19.0759837,72.8776559
https://www.google.com/maps/place/Cafe+Gulshan/data=!4m7!3m6!1s0x3be7c8f21a056b0b:0x8a40542316e2b869!8m2!3d19.0738506!4d72.869985!16s%2Fg%2F11bwydd0wj!19sChIJC2sFGvLI5zsRabjiFiNUQIo?authuser=0&hl=en&rclk=1,Cafe Gulshan,4.4,-81,other,BKC CST Link Rd,19.0738506,72.869985
https://www.google.com/maps/place/The+Origin+Cafe/data=!4m7!3m6!1s0x3be7c9c1b23234af:0x47d886647f196b11!8m2!3d19.0691709!4d72.8334311!16s%2Fg%2F11rn0psgfp!19sChIJrzQyssHJ5zsREWsZf2SG2Ec?authuser=0&hl=en&rclk=1,The Origin Cafe,4.6,-125,Coffee,"352, Off Linking Rd",19.0691709,72.8334311
https://www.google.com/maps/place/The+Crazy+Yogi+Koffie/data=!4m7!3m6!1s0x3be7c9e1aded240b:0x6e05c4e8f7e32340!8m2!3d19.1023666!4d72.8858979!16s%2Fg%2F11qlw1tbp6!19sChIJCyTtreHJ5zsRQCPj9-jEBW4?authuser=0&hl=en&rclk=1,The Crazy Yogi Koffie,4.8,-16,other,"Unit Nos. 201 and 212, A Wing Solaris -1, Saki Vihar Road, Powai Opposite L&T Emerald Isle",19.1023666,72.8858979
https://www.google.com/maps/place/Yaaro%27s+cafe/data=!4m7!3m6!1s0x3be7c9b4043f4f97:0xa3c8fc65f825fbe2!8m2!3d19.0599312!4d72.8436136!16s%2Fg%2F11k_n47r2c!19sChIJl08_BLTJ5zsR4vsl-GX8yKM?authuser=0&hl=en&rclk=1,Yaaro's cafe,4.7,-6,other,"Road No-2, opposite to Colgate ground",19.0599312,72.8436136
https://www.google.com/maps/place/cafe/data=!4m7!3m6!1s0x3be7d18eae3dc397:0xc73e0f24c89df421!8m2!3d18.9345189!4d72.8371021!16s%2Fg%2F11ty4778jf!19sChIJl8M9ro7R5zsRIfSdyCQPPsc?authuser=0&hl=en&rclk=1,cafe,,,other,WRGM+787Dr. Shyama Prasad Mukherjee ChowkLion Gate,18.9345189,72.8371021
https://www.google.com/maps/place/Gallery+cafe/data=!4m7!3m6!1s0x3be7c9f864c3ce85:0x71f52a762b868805!8m2!3d19.1175841!4d72.8647278!16s%2Fg%2F11g4d7g1jx!19sChIJhc7DZPjJ5zsRBYiGK3Yq9XE?authuser=0&hl=en&rclk=1,Gallery cafe,4.5,-888,other,"Cluster_mumbai Suburban_714, X - 22, MIDC Central Rd",19.1175841,72.8647278
https://www.google.com/maps/place/The+Art+Cafe/data=!4m7!3m6!1s0x3be7c92ad5c2420f:0xf940ca5ab0d7f7b9!8m2!3d19.0675316!4d72.8937057!16s%2Fg%2F11vbysd94c!19sChIJD0LC1SrJ5zsRuffXsFrKQPk?authuser=0&hl=en&rclk=1,The Art Cafe,,,other,"Bldg no 15 , shop no 9, 89",19.0675316,72.8937057
https://www.google.com/maps/place/Ettarra+Coffee+House/data=!4m7!3m6!1s0x3be7c9d682f55cd5:0x4ef68132892c6b68!8m2!3d19.1013332!4d72.827361!16s%2Fg%2F11sy6t4dn6!19sChIJ1Vz1gtbJ5zsRaGssiTKB9k4?authuser=0&hl=en&rclk=1,Ettarra Coffee House,4.7,-130,other,"boutique hotel, Ground floor, Juhu residency",19.1013332,72.827361
https://www.google.com/maps/place/Em%E2%80%99s+Cafe+Mumbai/data=!4m7!3m6!1s0x3be7cf5b6c01236f:0x5b1b1947007248f7!8m2!3d18.9560111!4d72.8120801!16s%2Fg%2F11sl6cp8x5!19sChIJbyMBbFvP5zsR90hyAEcZG1s?authuser=0&hl=en&rclk=1,Em’s Cafe Mumbai,4.2,-17,other,"19, Lily Cottage, Chowpatty Seaface",18.9560111,72.8120801
https://www.google.com/maps/place/Cafe+%26+Concessionaire/data=!4m7!3m6!1s0x3be7c87d86da3403:0xe56232ffc2be7f7c!8m2!3d19.0868113!4d72.8900642!16s%2Fg%2F11dxdb5nkr!19sChIJAzTahn3I5zsRfH--wv8yYuU?authuser=0&hl=en&rclk=1,Cafe & Concessionaire,4.3,-53,Coffee,"3VPR+P2G, Phoenix Market City Mall, Lal Bahadur Shastri Marg, Kurla West, Mumbai, Kurla West, Central Mumbai",19.0868113,72.8900642
https://www.google.com/maps/place/Bay+view+Cafe/data=!4m7!3m6!1s0x3be7d1bf6d035773:0x14a275379c10ed68!8m2!3d18.918778!4d72.8318684!16s%2Fg%2F1pzxyrndb!19sChIJc1cDbb_R5zsRaO0QnDd1ohQ?authuser=0&hl=en&rclk=1,Bay view Cafe,4.2,"-3,159",other,"Hotel Harbour View rooftop, 25, PJ Ramchandani Marg, opposite Radio Club",18.918778,72.8318684
https://www.google.com/maps/place/Elementaria+Bakery+Cafe/data=!4m7!3m6!1s0x3be7c9ef6c02b3f5:0xa3ec7a50775b3f29!8m2!3d19.1148388!4d72.836308!16s%2Fg%2F11gnpj85j1!19sChIJ9bMCbO_J5zsRKT9bd1B67KM?authuser=0&hl=en&rclk=1,Elementaria Bakery Cafe,4.1,-341,other,"Tian Building, Gulmohar Rd",19.1148388,72.836308
https://www.google.com/maps/place/Chaayos+Cafe+One+BKC/data=!4m7!3m6!1s0x3be7c9c7dcd9d659:0xeb1c50e6ee078ec9!8m2!3d19.0606167!4d72.8646928!16s%2Fg%2F11mbm229z7!19sChIJWdbZ3MfJ5zsRyY4H7uZQHOs?authuser=0&hl=en&rclk=1,Chaayos Cafe One BKC,4.1,-311,other,"ONE BKC, Unit C, 66, G Block Rd",19.0606167,72.8646928
https://www.google.com/maps/place/Cafe+Mezbaan/data=!4m7!3m6!1s0x3be7c8947945d87f:0x209bb78703348bd3!8m2!3d19.0676276!4d72.8785556!16s%2Fg%2F11c2kxmwzg!19sChIJf9hFeZTI5zsR04s0A4e3myA?authuser=0&hl=en&rclk=1,Cafe Mezbaan,4.2,-26,other,"79/A, Near M.p.marg, Tilak Nagar Municipal High School, Mumbai - Pune Highway, Kurla West, Chembur East",19.0676276,72.8785556
https://www.google.com/maps/place/Cafe+Bombae/data=!4m7!3m6!1s0x3be7cf4b702bc131:0xb2d737740ce1b888!8m2!3d18.9938612!4d72.8486793!16s%2Fg%2F11tp19hjc7!19sChIJMcErcEvP5zsRiLjhDHQ317I?authuser=0&hl=en&rclk=1,Cafe Bombae,4.7,-3,other,"Shop no.83/85, hirji Jivraj wadi ,opp celestia spaces .t j road, 15",18.9938612,72.8486793
https://www.google.com/maps/place/The+Dark+Roast+Cafe+%7C+best+cafe+coffe/data=!4m7!3m6!1s0x3be7cfc9de83c6ef:0xdca5c17e4b12a537!8m2!3d18.9755359!4d72.8275242!16s%2Fg%2F11vb_gr8yn!19sChIJ78aD3snP5zsRN6USS37Bpdw?authuser=0&hl=en&rclk=1,The Dark Roast Cafe | best cafe coffe,,,Coffee,Maulana Azad Rd,18.9755359,72.8275242
https://www.google.com/maps/place/Pause+Cafe/data=!4m7!3m6!1s0x3be7c7f60eef8d0f:0x365a3da232f5d3e0!8m2!3d19.0599668!4d72.9010795!16s%2Fg%2F11k9rlv_qp!19sChIJD43vDvbH5zsR4NP1MqI9WjY?authuser=0&hl=en&rclk=1,Pause Cafe,,,other,"Cloud9 Gym, Ambedkar Garden",19.0599668,72.9010795
https://www.google.com/maps/place/SEESAW/data=!4m7!3m6!1s0x3be7c9e52bc310df:0xa9bb4d2b4a9661fd!8m2!3d19.0622039!4d72.8344933!16s%2Fg%2F11t9y4ktq8!19sChIJ3xDDK-XJ5zsR_WGWSitNu6k?authuser=0&hl=en&rclk=1,SEESAW,,,Coffee,"SEESAW, Unit No G 30 situated at",19.0622039,72.8344933
https://www.google.com/maps/place/Iteeha+Coffee/data=!4m7!3m6!1s0x3be7cfeb1d1bf7e9:0x56933882838b2c26!8m2!3d18.9882113!4d72.8242607!16s%2Fg%2F11pvccvz96!19sChIJ6fcbHevP5zsRJiyLg4I4k1Y?authuser=0&hl=en&rclk=1,Iteeha Coffee,4.7,-313,other,"Ground Floor, Urmi Axis Building, West, behind Famous studio, opp. Doctor Elijah Moses Road",18.9882113,72.8242607
https://www.google.com/maps/place/Irani+Cafe/data=!4m7!3m6!1s0x3be7c91893e42113:0x2c365b8f9b9320b6!8m2!3d19.0963073!4d72.8745611!16s%2Fg%2F11nz0qy_9s!19sChIJEyHkkxjJ5zsRtiCTm49bNiw?authuser=0&hl=en&rclk=1,Irani Cafe,3.6,-16,other,Terminal 2,19.0963073,72.8745611
https://www.google.com/maps/place/The+Coffee+Bean+%26+Tea+Leaf/data=!4m7!3m6!1s0x3be7ce110dbb353d:0x2eacf6362d646c40!8m2!3d18.9947183!4d72.8251958!16s%2Fg%2F1263x7lmz!19sChIJPTW7DRHO5zsRQGxkLTb2rC4?authuser=0&hl=en&rclk=1,The Coffee Bean & Tea Leaf,4.4,-303,Coffee,"Ground Floor, North Sky zone, Senapati Bapat Marg",18.9947183,72.8251958
https://www.google.com/maps/place/Cafe+Farhan/data=!4m7!3m6!1s0x3be7ced34f2aea11:0x25ca323d3b2a7e7a!8m2!3d19.0354017!4d72.8445381!16s%2Fg%2F1pp2x9hdm!19sChIJEeoqT9PO5zsRen4qOz0yyiU?authuser=0&hl=en&rclk=1,Cafe Farhan,3.5,-95,other,"Victory Mansion, Sitladevi Temple Road",19.0354017,72.8445381
https://www.google.com/maps/place/Cafe+Mearaj/data=!4m7!3m6!1s0x3be7c92da7fa0d53:0x4ac8ed993434b582!8m2!3d19.0385116!4d72.8418405!16s%2Fg%2F1tf5zrrp!19sChIJUw36py3J5zsRgrU0NJntyEo?authuser=0&hl=en&rclk=1,Cafe Mearaj,4,-402,other,"2RQR+CP4, Laxmi Building LJ Road Opp.Bank Of Maharastra",19.0385116,72.8418405
https://www.google.com/maps/place/New+Cafe+Gulshan/data=!4m7!3m6!1s0x3be7c9d0065df8e1:0x1c84ecf7f1f785f3!8m2!3d19.116529!4d72.8400156!16s%2Fg%2F1ptyvz2ql!19sChIJ4fhdBtDJ5zsR84X38ffshBw?authuser=0&hl=en&rclk=1,New Cafe Gulshan,4.1,-302,other,"barfi wala lane, Juhu Ln, opp. bmw navneet show room",19.116529,72.8400156
https://www.google.com/maps/place/Barista/data=!4m7!3m6!1s0x3be7cece74140301:0xf089d010ba8af6db!8m2!3d19.0293486!4d72.8380735!16s%2Fg%2F1tdk8jyl!19sChIJAQMUdM7O5zsR2_aKuhDQifA?authuser=0&hl=en&rclk=1,Barista,4,-973,Coffee,"Jilkar House, 15 A, Keluskar Rd N, next to Dina Bank North",19.0293486,72.8380735
https://www.google.com/maps/place/Cafe+Safar+Family+Restaurant/data=!4m7!3m6!1s0x3be7b63f5abbffb5:0x1a11ab95026ac143!8m2!3d19.1486326!4d72.8329805!16s%2Fg%2F1td11qwf!19sChIJtf-7Wj-25zsRQ8FqApWrERo?authuser=0&hl=en&rclk=1,Cafe Safar Family Restaurant,4.3,"-4,190",other,"GROUND FLOOR-1/2/7 Reliable Business Center, opp. Om Heera Panna Mall",19.1486326,72.8329805
https://www.google.com/maps/place/Greg%E2%80%99s+Cafe/data=!4m7!3m6!1s0x3be7c7cc74937a79:0x65367a02cf40aa9a!8m2!3d19.0444065!4d72.9177827!16s%2Fg%2F11v13yrmy7!19sChIJeXqTdMzH5zsRmqpAzwJ6NmU?authuser=0&hl=en&rclk=1,Greg’s Cafe,5,-30,other,"Shop No. 102, 1st Floor, Yash Signature, opp. Telecom Factory Road",19.0444065,72.9177827
https://www.google.com/maps/place/Mumbai+mahy/data=!4m7!3m6!1s0x3be7c7526aa090f9:0x5e27b87109f9406b!8m2!3d19.0631066!4d72.9148478!16s%2Fg%2F11v0q0wzwv!19sChIJ-ZCgalLH5zsRa0D5CXG4J14?authuser=0&hl=en&rclk=1,Mumbai mahy,,,other,,19.0631066,72.9148478
https://www.google.com/maps/place/KAIFE+MILK+CENTRE+AND+CAFE/data=!4m7!3m6!1s0x3be7c610fc4bdd53:0x72a212e53a479c5a!8m2!3d19.0573254!4d72.913358!16s%2Fg%2F1pv5_21mq!19sChIJU91L_BDG5zsRWpxHOuUSonI?authuser=0&hl=en&rclk=1,KAIFE MILK CENTRE AND CAFE,4.3,-4,Coffee,3W47+W8Q,19.0573254,72.913358
https://www.google.com/maps/place/Boulevard+-+24+Hour+Coffee+Shop+-+The+Orchid/data=!4m7!3m6!1s0x3be7c84c5492ca3b:0x7448bf20b6b11d45!8m2!3d19.097396!4d72.85478!16s%2Fg%2F11c6v3pnxm!19sChIJO8qSVEzI5zsRRR2xtiC_SHQ?authuser=0&hl=en&rclk=1,Boulevard - 24 Hour Coffee Shop - The Orchid,4.3,-281,other,"70C, Nehru Road, Adjacent to Domestic Airport",19.097396,72.85478
https://www.google.com/maps/place/Ottoman+Cafe/data=!4m7!3m6!1s0x3be7b743f11ee235:0xf470ba169f7020e7!8m2!3d19.1313646!4d72.8136415!16s%2Fg%2F11h8krbm5w!19sChIJNeIe8UO35zsR5yBwnxa6cPQ?authuser=0&hl=en&rclk=1,Ottoman Cafe,4.4,-606,other,"Plot no. 18, J.P. Road Opp Sun & Sea Building",19.1313646,72.8136415
